# sweep_type: output
# time: 1675794293.5037167
# time_str: 07/02/2023 13:24
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
0.000000000000000000e+00,-8.223450000000000755e-08,-1.262710000000000062e-07,4.403649999999999863e-08
1.000000000000000056e-01,3.195766700000000378e-05,3.191140000000000079e-05,4.626699999999999998e-08
2.000000000000000111e-01,5.071781849999999807e-05,5.067590000000000045e-05,4.191849999999999912e-08
3.000000000000000444e-01,5.892910680000000058e-05,5.888659999999999961e-05,4.250680000000000049e-08
4.000000000000000222e-01,6.121900699999999695e-05,6.117869999999999754e-05,4.030699999999999823e-08
5.000000000000000000e-01,6.267450899999998882e-05,6.263609999999999480e-05,3.840899999999999672e-08
6.000000000000000888e-01,6.324167180000000153e-05,6.320379999999999954e-05,3.787179999999999903e-08
7.000000000000000666e-01,6.294785750000000805e-05,6.291150000000000236e-05,3.635749999999999982e-08
8.000000000000000444e-01,6.352190889999999876e-05,6.348770000000000541e-05,3.420890000000000002e-08
9.000000000000000222e-01,6.369804389999999432e-05,6.366559999999999570e-05,3.244389999999999712e-08
1.000000000000000000e+00,6.398206670000000011e-05,6.394950000000000157e-05,3.256670000000000005e-08
1.100000000000000089e+00,6.416505949999999918e-05,6.413590000000000371e-05,2.915950000000000048e-08
1.200000000000000178e+00,6.384620330000000175e-05,6.381820000000000504e-05,2.800329999999999903e-08
1.300000000000000044e+00,6.443033270000000088e-05,6.440279999999999941e-05,2.753269999999999944e-08
1.400000000000000133e+00,6.402503940000001104e-05,6.400030000000000454e-05,2.473939999999999917e-08
1.500000000000000000e+00,6.462564689999999697e-05,6.460189999999999553e-05,2.374689999999999872e-08
1.600000000000000089e+00,6.459178039999999884e-05,6.456810000000000273e-05,2.368039999999999941e-08
1.700000000000000178e+00,6.492577439999999624e-05,6.490279999999999801e-05,2.297439999999999958e-08
1.800000000000000044e+00,6.474606060000000023e-05,6.472480000000000074e-05,2.126059999999999915e-08
1.900000000000000133e+00,6.464884990000000875e-05,6.462740000000000401e-05,2.144990000000000138e-08
2.000000000000000000e+00,6.524943700000000030e-05,6.522899999999999499e-05,2.043699999999999963e-08
2.100000000000000089e+00,6.579827249999999116e-05,6.577979999999999656e-05,1.847249999999999882e-08
2.200000000000000178e+00,6.554026360000000852e-05,6.552130000000000573e-05,1.896359999999999850e-08
2.300000000000000266e+00,6.562889010000000204e-05,6.561029999999999759e-05,1.859009999999999849e-08
2.400000000000000355e+00,6.566518420000000899e-05,6.564840000000000660e-05,1.678420000000000083e-08
2.500000000000000000e+00,6.662666699999999999e-05,6.661020000000000135e-05,1.646700000000000114e-08
2.600000000000000089e+00,6.627487489999999120e-05,6.625849999999999589e-05,1.637490000000000060e-08
2.700000000000000178e+00,6.622721080000000201e-05,6.621190000000000213e-05,1.531079999999999970e-08
2.800000000000000266e+00,6.552760949999998836e-05,6.551279999999999387e-05,1.480949999999999937e-08
2.900000000000000355e+00,6.681941559999999658e-05,6.680499999999999481e-05,1.441559999999999973e-08
3.000000000000000000e+00,6.654810580000000057e-05,6.653390000000000346e-05,1.420580000000000072e-08
3.100000000000000089e+00,6.618226310000000878e-05,6.616950000000000403e-05,1.276310000000000031e-08
3.200000000000000178e+00,6.640673009999998916e-05,6.639409999999999507e-05,1.263010000000000005e-08
3.300000000000000266e+00,6.673246970000000164e-05,6.672030000000000560e-05,1.216969999999999945e-08
3.400000000000000355e+00,6.734160789999999602e-05,6.733039999999999490e-05,1.120789999999999973e-08
3.500000000000000000e+00,6.665872009999999892e-05,6.664829999999999680e-05,1.042010000000000044e-08
3.600000000000000089e+00,6.706949729999999875e-05,6.705919999999999655e-05,1.029730000000000083e-08
3.700000000000000178e+00,6.724025334999999594e-05,6.723299999999999817e-05,7.253350000000000393e-09
3.800000000000000266e+00,6.759476856999999117e-05,6.759309999999999494e-05,1.668569999999999957e-09
3.900000000000000355e+00,6.809483180000000166e-05,6.809300000000000010e-05,1.831800000000000023e-09
