# sweep_type: output
# time: 1675794574.2636578
# time_str: 07/02/2023 13:29
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
0.000000000000000000e+00,-1.066891999999999943e-07,-1.677609999999999893e-07,6.107179999999999501e-08
1.000000000000000056e-01,3.205837289999999908e-05,3.200259999999999748e-05,5.577290000000000042e-08
2.000000000000000111e-01,5.076088050000000047e-05,5.072660000000000320e-05,3.428050000000000048e-08
3.000000000000000444e-01,5.942847110000000092e-05,5.939780000000000244e-05,3.067110000000000258e-08
4.000000000000000222e-01,6.188121650000000154e-05,6.185160000000000256e-05,2.961649999999999921e-08
5.000000000000000000e-01,6.298152690000000228e-05,6.295360000000000658e-05,2.792690000000000041e-08
6.000000000000000888e-01,6.239379580000000477e-05,6.236870000000000478e-05,2.509580000000000096e-08
7.000000000000000666e-01,6.300798860000000065e-05,6.298320000000000372e-05,2.478859999999999937e-08
8.000000000000000444e-01,6.358372299999998849e-05,6.355959999999999366e-05,2.412300000000000035e-08
9.000000000000000222e-01,6.357356939999999213e-05,6.355109999999999535e-05,2.246939999999999936e-08
1.000000000000000000e+00,6.367474719999999375e-05,6.365279999999999474e-05,2.194719999999999882e-08
1.100000000000000089e+00,6.411969359999999919e-05,6.409790000000000171e-05,2.179360000000000134e-08
1.200000000000000178e+00,6.391078019999999989e-05,6.389020000000000029e-05,2.058020000000000054e-08
1.300000000000000044e+00,6.386753030000000156e-05,6.384780000000000219e-05,1.973030000000000165e-08
1.400000000000000133e+00,6.449994679999999415e-05,6.447929999999999775e-05,2.064679999999999864e-08
1.500000000000000000e+00,6.513418250000000613e-05,6.511500000000000252e-05,1.918249999999999988e-08
1.600000000000000089e+00,6.460819099999999787e-05,6.458949999999999544e-05,1.869099999999999842e-08
1.700000000000000178e+00,6.557916200000000670e-05,6.556000000000000250e-05,1.916199999999999980e-08
1.800000000000000044e+00,6.518839679999998923e-05,6.517009999999999459e-05,1.829680000000000076e-08
1.900000000000000133e+00,6.527666979999999935e-05,6.525910000000000001e-05,1.756980000000000027e-08
2.000000000000000000e+00,6.533671729999999532e-05,6.531840000000000129e-05,1.831730000000000084e-08
2.100000000000000089e+00,6.518733699999999288e-05,6.517009999999999459e-05,1.723700000000000076e-08
2.200000000000000178e+00,6.536082469999999285e-05,6.534389999999999621e-05,1.692470000000000133e-08
2.300000000000000266e+00,6.607812549999999988e-05,6.606009999999999454e-05,1.802550000000000150e-08
2.400000000000000355e+00,6.564947020000001018e-05,6.563210000000000474e-05,1.737020000000000026e-08
2.500000000000000000e+00,6.544934859999999789e-05,6.543290000000000163e-05,1.644859999999999881e-08
2.600000000000000089e+00,6.633564250000000191e-05,6.631859999999999893e-05,1.704249999999999859e-08
2.700000000000000178e+00,6.623370699999999486e-05,6.621689999999999954e-05,1.680699999999999955e-08
2.800000000000000266e+00,6.627511379999999341e-05,6.625929999999999765e-05,1.581380000000000096e-08
2.900000000000000355e+00,6.646611069999999906e-05,6.645000000000000245e-05,1.611070000000000145e-08
3.000000000000000000e+00,6.652526219999999740e-05,6.650930000000000372e-05,1.596219999999999850e-08
3.100000000000000089e+00,6.644848370000000059e-05,6.643309999999999927e-05,1.538370000000000096e-08
3.200000000000000178e+00,6.671581140000000575e-05,6.670010000000000197e-05,1.571139999999999933e-08
3.300000000000000266e+00,6.663074000000000167e-05,6.661530000000000576e-05,1.544000000000000128e-08
3.400000000000000355e+00,6.658763859999999272e-05,6.657289999999999410e-05,1.473860000000000037e-08
3.500000000000000000e+00,6.727451000000000177e-05,6.725949999999999529e-05,1.501000000000000007e-08
3.600000000000000089e+00,6.701143350000000182e-05,6.699670000000000180e-05,1.473349999999999922e-08
3.700000000000000178e+00,6.661671919999999716e-05,6.660259999999999824e-05,1.411919999999999980e-08
3.800000000000000266e+00,6.724008269999999206e-05,6.722559999999999549e-05,1.448270000000000004e-08
3.900000000000000355e+00,6.719320110000000679e-05,6.717900000000000173e-05,1.420109999999999969e-08
4.000000000000000000e+00,6.720975809999999817e-05,6.719590000000000491e-05,1.385809999999999953e-08
4.100000000000000533e+00,6.681100480000000505e-05,6.679749999999999870e-05,1.350479999999999994e-08
4.200000000000000178e+00,6.756147609999999947e-05,6.754770000000000381e-05,1.377609999999999919e-08
4.299999999999999822e+00,6.788748429999998764e-05,6.787399999999999423e-05,1.348429999999999985e-08
4.400000000000000355e+00,6.809533789999999058e-05,6.808169999999999565e-05,1.363790000000000064e-08
4.500000000000000000e+00,6.771792799999999408e-05,6.770449999999999526e-05,1.342799999999999954e-08
4.600000000000000533e+00,6.839920919999999507e-05,6.838679999999999380e-05,1.240919999999999971e-08
4.700000000000000178e+00,6.857743960000000142e-05,6.856480000000000463e-05,1.263959999999999924e-08
4.800000000000000711e+00,6.795032659999999968e-05,6.793759999999999816e-05,1.272660000000000029e-08
4.900000000000000355e+00,6.876756889999999895e-05,6.875560000000000287e-05,1.196890000000000072e-08
5.000000000000000000e+00,6.886065110000000723e-05,6.884880000000000394e-05,1.185110000000000016e-08
5.100000000000000533e+00,6.830599380000000674e-05,6.829360000000000628e-05,1.239380000000000077e-08
5.200000000000000178e+00,6.836433639999999010e-05,6.835289999999999400e-05,1.143640000000000075e-08
5.300000000000000711e+00,6.824619720000000569e-05,6.823430000000000500e-05,1.189719999999999982e-08
5.400000000000000355e+00,6.824190230000000163e-05,6.823000000000000234e-05,1.190229999999999932e-08
5.500000000000000000e+00,6.881767260000000322e-05,6.880640000000000584e-05,1.127259999999999931e-08
5.600000000000000533e+00,6.841449410000000899e-05,6.840380000000000397e-05,1.069410000000000012e-08
5.700000000000000178e+00,6.849978800000000492e-05,6.848850000000000673e-05,1.128799999999999990e-08
